id,left_idProduct,left_idSeller,left_idSellerProduct,left_brandSeller,left_nameSeller,left_descriptionSeller,right_idProduct,right_idSeller,right_idSellerProduct,right_brandSeller,right_nameSeller,right_descriptionSeller,label
1319,4705191,292,207758,electrolux,pralni stroj electrolux ews31064nu ozek globina 38 cm,majhen prostor kompromis potreben odlično pranje potrebno veliko prostora ozek pralni stroj izpolnjuje potrebe glede nege oblačil kompaktni izvedbi a slabše zmogljivosti zavzame 50 manj prostora strojev standardne velikosti a vedno opere količino nastavite program ustrezal urniku obratno poskrbite našli čas pranje perila funkcijo timemanager® lahko prilagodite dolžino programa perilo pripravljeno natanko takrat najboljša nega oblačila prilagodi program glede količino perila sistem autosense pralnem stroju samodejno prilagodi program pranja količini perila samodejno prilagoditvijo časa vode energije oblačila nikoli preveč oprana zagotovljena najboljša nega oblačil prednosti izdelka certifikat woolmark blue – zagotovo najnežnejša nega skrajšajte čas pranja 50 programom quickwash lastnosti zmogljivost pranja 6 kg največja hitrost ožemanja 1000 obrmin program pranje svile nežnim pranjem prilagojenim ožemanjem programi vklopizklop bombaž bombaž ekonomično sintetika občutljivo volna plus svila odeja izpiranje črpanje ožemanje jeans zavese osveževanje hitro pranje sistem uravnoteženje bobna tehnologija fuzzy logic prilagajanje programa količini perila zamik vklopa indikator predoziranje pralnega sredstva varovalo otroke podnožje 4 nastavljive nogice protipoplavna zaščita tehnične lastnosti zmogljivost pranja kg 6 razred energijske učinkovitosti a maksimalno število obratov minuto 1000 sistem motorja univerzalni prostornina bobna 42 programi vklopizklop bombaž bombaž ekonomično sintetika občutljivo volna plus svila odeja izpiranje črpanje ožemanje jeans zavese osveževanje hitro pranje učinek ožemanja c letna poraba el energije kwh 1520 letna poraba vode l 9999 odstotek vlage maksimalnem ožemanju 60 glasnost pranju dba 58 glasnost ožemanju dba 76 poraba energije pranju bombaža 60° 076 trajanje standardnega programa bombaž 60 °c polni obremenitvi min 202 poraba vode programu bombaž60 l 46 depth max mm 420 4 nastavljive nogice dolžina kabla m 14 priključna moč w 2000 moč 230 varovalka a 10 frekvenca mhz 50 certifikat woolmark woolmark blue zunanje mere vxšx g mm 850 x 595 x 377 garancija 2 leti,4705191,1767,1034,,electrolux pralni stroj ews31064nu,razred energetske učinkovitosti a zmogljivost pranja 6 kg število obratovmin 1000 obrmin razred učinkovitosti ožemanja c globina 42 cm invertni motor aqua stop prilagajanje programa količini perila nastavitev zamika vklopa program paro lcd zaslon letna poraba energije kwhleto 152 kwh letna poraba vode litrileto 9999 litrov glasnost delovanja pranju 58 db glasnost delovanja ožemanju 76 db glasnost delovanja dba re 1pw pranjeožemanje 5876 vrsta aparata prostostoječi,1
1251,4470160,114,16999306,bosch,pralni stroj bosch way32891eu,pralni stroj novo obliko inteligentnim samodejnim dozirnim sistemom precizno doziranje prihrani vodo detergent idos popolni rezultati pranja minimalno porabo maksimalnim udobjem ecosilence drive izjemno energijsko učinkovito tiho,4470160,338,343753,bosch,bosch way32891eu pralni stroj,,1
12567,9064205,114,18033544,beko,pralni stroj beko wte7612bs,pralni stroj beko wte7612bs majhni globini 45 cm skriva tehnološko dovršene programe pranja perilo vedno skrbno oprano dobro zaščiteno 15 programi pranja izstopa navdušuje program higieno perila ostali,5383253,1780,4686,,pralni stroj bosch wan24260by,pralni stroj tehnologijo ecosilence drive™ tiho delovanje odlična vzdržljivost lahko zanesete 10 let jamstva motor ecosilence drive™ izjemno ener,0
13029,9632913,1274,5cdac2469d9dfd6fd692fe5a,bosch,bosch pralni stroj wan28121,pralni stroj bosch wan28121 ecosilence drive™ tiho delovanje odlična vzdržljivost lahko zanesete 10 let jamstva motor ecosilence drive™ izjemno energijsko učinkovito tiho delovanje zelo dolgo življenjsko dobo 10 let jamstva inverter motor varioperfect™ zahvaljujoč svobodni izbiri programskih opcij porabi 65 manj časa 50 manj energije glasnost 54 db75 db prijetno tiho pranje ožemanje enostavno upravljanje led zaslonom priročnim gumbom izbiro programov activewater™ dvostopenjsko avtomatiko odmerjanje količine perila varčuje vodo prihrani denar stranica antivibration večja stabilnost manj vibracij nova oblika stranic privlačna oči sistem zagotavlja večjo stabilnost omili vibracije izboljšana izolacija uravnava stopnjo hrupa poskrbi boscheva modela logixx avantixx zelo tiha ciklom ožemanja prihranite čas energijo perilo vedno brezhibno čisto pranju varčevati energijo a včasih hitrost pomembnejša posebej mudi funkcija varioperfect omogoča oboje rezultati pranja slabši meniju enostavno izberite funkcijo speedperfect ecoperfect lahko večino programov nastavite delujejo hitreje učinkoviteje lahko čas pranja skrajšali 65 porabo energije 50 glede odločitev rezultat pranja ostal vedno 100 popoln osnova razlika trajanjem programa bombaž 40 °c pritisk gumb ecoperfect trajanjem programa bombaž 40 °c pritisk gumb speedperfect zakasnitev začetka programa večjo prilagodljivost 24urna zakasnitev začetka programa zagotavlja večjo prilagodljivost čas pričetka programa lahko nastavite vnaprej lahko povsem prepričani perilo oprano točno takrat zmogljivost pranja 1 7 kg energijski razred a lestvici energijskih razredov a d 10 varčnejši 157 kwhletno standardne vrednosti 174 kwhletno energijski razred a kategoriji 7 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije 157 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko pora,9665083,342,1263518,beko,beko pralni stroj wtv8744xwst,beko pralni stroj wtv8744xwst ima zmogljivost pranja 8 kg odlikuje možnost izbire 16 programi odlično delovanje poskrbel prosmart invertni motor,0
10056,5383253,1780,4686,,pralni stroj bosch wan24260by,pralni stroj tehnologijo ecosilence drive™ tiho delovanje odlična vzdržljivost lahko zanesete 10 let jamstva motor ecosilence drive™ izjemno ener,7557553,862,593485,aeg,l7fec48s pralni stroj aeg,spozanjte zaščitnikom popolne srajce vzdrževati profesionalne dan enostavno prosteam® tehnologija omogoča srajce dalj časa vidite nove količino gub zmanjša 30 zmanj,0
8012,10709520,1220,38867,vox,vox pralni stroj wm 1062y,vox pralni stroj wm 1062y uvršča energijski razred a odlikuje zmogljivost pranja 6 kg ožemanju doseže hitrost 1000 obratov minuto izbirali lahko velikim številom programov prinaša širok izbor dodatnih funkcij lažjo bolj praktično uporabo poskrbela funkcija zamik vklopa čas pranja popolnoma prilagodili željam vox pralni stroj ponuja možnost izbire hitrega programa oblačila opral 15 minutah opremljen zaščito izlivanjem energijski razred a zmogljivost pranja 6 kg številka programov 15 število obratov centrifuge obrmin 1000 obrmin prostornina bobna 44 l letna poraba energije kwh 151 ostalo varnostno zaklepanje sistem ecologic a grelec nanosom niklja hitro pranje 15 minut hladno pranje 20 c protialergijski program intenzivno namakanje sistem nadzor debalansa raven hrupa pranje 58 db raven hrupa centrifuga 77 db dimenzije naprave vxšxg 845 x 597 x 497 mm dimenzije naprave embalažo vxšxg 881 x 641 x 547 mm učinkovitost pranja a učinkovitost ožemanja c letna poraba vode l 9900 predpranje količina vtovora 40ft hc kontejner 224 zaščita izlivanjem sistem nadzor debalansa programi cotton 90°c cotton 60°c cotton eco 60°c cotton eco 40°c eco 20°c easy care wool intensive rinse quick 15min30°c rapid 60min60°c shirts mix sport hand wash spinning funkcijske tipke gumb odloženi zagon gumb nastavitev centrifuge gumb predpranje gumb protialergijsko izpiranje gumb zagonpremor indikator ciklusa pranja barva bela bruto teža 566 kg neto teža 552 kg garancija 5 let,6266367,342,882610,samsung,samsung pralni stroj ww80k6414qw,pralni stroj samsung ww80k6414qw ponaša zmogljivostjo pranja 8 kg perila spada energijski razred a izjemno tih lažje upravljanje poskrbi funkcija addwash možnost povezave wifijem,0
9182,4329156,114,16798677,bosch,pralni stroj bosch waw24460eu,pralni stroj ecosilence drive motorjem lahko uživate izjemno tihem delovanju odlični vzdržljivosti stroj spada energijski razred a 30 pomeni opere 30 varčneje varioperfect časovno energijsko optimirani programi,7222077,440,891248,,beko pralni stroj wtv8734xc0m,prostostoječi pralni stroj priznanega proizvajalca beko odlikuje izjemno visok energijski razred a zagotavlja večjo ekonomičnost električne energije ima 16 različnih programov pranja posebej izstopajo posebno hiter program progra,0
12276,11259571,107,71910,beko,beko pralni stroj wtv8744xd,letna poraba el energijeletna poraba električne energije temelji 220 standardnih ciklih pranjaletna poraba vodeletna poraba vode temelji 220 standardnih ciklih pranjaožemanjepodatek številu vrtljajev ožemanja pove hitrostjo obrača boben končanem pranju število vrtljajev 1400 vrtmin odvisno perilo koncu ožetofuzzy logic prilagajanje pranja glede vrsto količino perilaprilagajanje porabe vode glede vrsto količino perila stroj porabi manj vode manj perila več vode več perila posledično električne energije segrevanje vode poteka krajši časštevilčni zaslonzaslon izpisujejo številke zaslonu nastavite zamik vklopa največkrat prikazuje preostali čas pranja nastavitev zamika vklopavklop stroja lahko zamaknemo ur vnaprej timer tih invertni elektromotorinvertni elektromotor omogoča tiho delovanje nima vgrajenih krtačk povzročajo piskajoč zvok motorja pralnega stroja potrebuje vzdrževanja krtačke izrabiti nimaboben nežno pranje perilaboben oblikovan ima večje število manjših luknjic posebno obliko zagotavlja bolj nežno pranje perila preprečuje muckanje perilavarovanje dotočne cevi izlitju vodedvojna cev preprečuje izliv vode primeru prišlo poškodbe dotočne cevi posebnostidodatni opis izdelka,10337920,1799,wa72s3,,wa72s3 pralni stroj,tehnični podatki energetski razred a učinkovito g manj učinkovito lestvica a barva bela inverter powerdrive motor waveactive drum hitrost centrifugiranja 1200 vrt min polnilna zmogljivost 7 kg volumen bobna 49 l zaslon led zaslon 24urna zamuda program hladnega pranja 15 ° c preprost vmesnik spremljanje energetske učinkovitosti ecoeye programe lahko prilagodite 14 programov programi bombaž mešani sintetični program program volno ročno pranje posebni programi načini pranja allergycare avtomatski program športni program powerwash 59 program 20minutni program hitri program pen pen nadzor temperature vrste pranja način pranja normalcare način pranja ecocare energy efficient washing način pomivanja času timecare načini pranja zvočni pisk program čiščenja bobna steriltub stabilne tuje vibracije bočnice zmanjšanje hrupa podpora odmerjanje detergenta doseaid posebna vrata starševski nadzor letna poraba vode 9586 l predvidena letna poraba energije 160 kwh raven hrupa pranju 55 db a re1pw raven hrupa centrifugi 70 db a re1pw mere szx m x m 60 × 85 × 465 cm dimenzije embalaže 64 × 92 × 548 cm neto teža 655 kg bruto teža 675 kg poraba energije stanju pripravljenosti 03 w priključna moč 2000 w informacije varovalkah 10 a 729327 ean koda 3838782077111,0
11973,10281961,862,618083,electrolux,ew6s226si pralni stroj electrolux,pralni stroj perfectcare 38cm energijski razred a 10 učinek ožemanja b glasnost 54db77db 1200 obrmin inverter motor zmogljivost 6 kg elektronsko upravljanje gumbi prednji strani lcd prikazovalnik programov led indikatorji progr,9960286,342,1278959,vox electronics,vox electronics pralni stroj wm 1072y,vox pralni stroj wm 1072y uvršča energijski razred a ima zmogljivost pranja 7 kg izbiro ponuja 15 programov,0
10534,5698474,1274,57c04238c446f9117d45068a,bosch,bosch pralni stroj waw28740eu,premium pralni stroj activeoxygen funkcijo activeoxygen™ dotik higiensko čisti rezultati pranja občutljivih oblačil nizkih temperaturah vario boben posebej nežno učikovito pranje zahvaljujoč edinstveni strukturi bobna glasnost 48 db72 db pere ožema izredno tiho zelo enostavno upravljanje zahvaljujoč velikim ledzaslonom osvetljenim vrtljivim regulatorjem vgrajenim gumbom vklop izklop ecosilence drive™ izjemno energijsko učinkovito tiho delovanje zelo dolgo življenjsko dobo 10 let jamstva inverter motor podrobneje moč poraba zmogljivost pranja 1 9 kg energijski razred a 30 poraba energije 152 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata 30 varčnejši 152 kwh letno standardne vrednosti 196 kwh letno energijski razred a kategoriji 9 kg skladu delegirano uredbo komisije eu št 10612010 poraba energije standardnem programu bombaž 60°c polni polnitvi 092 kwh delni polnitvi 06 kwh standardnem programu bombaž 40°c delni polnitvi 042 kwh tehtana poraba energije izključen vključen 012 w 043 w poraba vode 11220 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi razred učinkovitosti ožemanja b najvišja hitrost ožemanja 1400 omin preostala vlaga 53 navedba programa bombaž 60°c eco bombaž eco 40°c standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode trajanje standardnega programa bombaž 60°c polni polnitvi 280 min delni polnitvi 270 min standardnem programu bombaž 40°c delni polnitvi 270 min trajanje delovanja stanju vključenosti 15 min glasnost standardnem programu bombaž 60°c polni polnitvi 48 db a re 1pw glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 72 db a re 1pw programi posebni programi nočno pranje srajcebluze sportfitness ekstra kratek 15 hitromešano alergije plus čiščenje bobna opomnikom activeoxygen refresh volnaročno pranje finosvila funkcije activeoxygen higiensko čisti rezultati pranja občutljivih oblačil nizkih temperaturah varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja touchcontrol tipke predpranje dodatno izpiranje enostavno likanje vrtljaji ožemanja vklop temperatura speedperfect ecoperfect startpavza dodajanje perila activeoxygen aktiviranje 24 vklop udobje varnost xxl prostornina bobna 65 l led osvetlitev notranjosti bobna vario boben nežnejše intenzivnejše pranje program čiščenja bobna funkcija opomnika 32 cm odprtina vrat kromirana črnosiva odpiranja 171° udobno zaklepanje funkcija dodajanje perila omogoča naknadno dodajanje perila začetku pranja 10 let jamstva ecosilence drive inverterski motor antivibration design tišji stabilnejši stroj zvočna izolacija spodnjim pokrovom pretočni senzor učinkovito porabo vode activewater ™plus ekološko upravljanje porabo vode aquastop garancijo prikaz porabe prikaz informacije porabi električne energije vode gumb izbiro programov integriranim gumbom vklopizklop velik ledzaslon prikaz stanja programa izbor temperature maksimalno število vrtljajev ožemanja preostali čas 24 časovni zamik activeoxygen aktiviranje informacije porabi sistem zaznavanje pene kontrola neuravnoteženosti stroja zaklepanje nastavitev otroci zvočni signal koncu programa fuzzy količinska avtomatika samočistilni predal čistila vstavek tekoči detergent tehnične informacije dimenzije aparata x š x g 845 x 60 x 59 cm možnost podvgradnje osnovne lastnosti skupina izdelka pralni stroj blagovna znamka bosch komercialna oznaka izdelka waw28740eu šifra izdelka waw28740eu ean koda 4242002901022 način postavitve prostostoječo način polnjenja sprednja stranica tečaj vrat levo barva material white frekvenca hz 50 hz znaki ustreznosti ce vde vrsta vtikača schukogardy vtikač ozemlji kolesa možnosti regulacije ožemanja variabilno dodatni programi pranje allergyplus hygiene dodatno izpiranje drum clean with reminder ecoperfect ekstra hitro 15 min enostavno likanje hitromešano izbira obratov izbira zakasnitve vklopa nočno pranje predpranje speedperfect srajce start reload športfitnes temperature selection kontrola penjenja kontrola porazdelitve teže perila prikaz faz delovanja led zaslon nastavitev zakasnitve vklopa brezstopenjsko kratek program zvišan nivo vode odpiranje vrat ročaj material kadi plastika material bobna nerjaveče jeklo priklop hladne tople vode lina elektroniski testni programi servisa program kuhano pisano perilo 40°c eco 60°c eco standardno hladno 90°c program enostavna nega standard cold 60°c dodajanje detergenta self cleaning spredaj ročno pranje priklop toplo hladno vodo,9634440,338,766444,gorenje,gorenje ws947ln pralni stroj,,0
12426,7804161,342,1048450,hoover,hoover pralni stroj dxoa 69ahc3,hooverjev pralni stroj dxoa 69ahc3 lahko povežete pametnim telefonom omogoča ustvarjanje dodajanje novih programov ima funkcijo zamika vklop pranja možnost hitrega pranja uvršča energijski razred a,11026683,440,885578,electrolux,pralni stroj electrolux ew6s406w 38 cm 1k 6kg ew6s406w,,0
3167,9021105,114,18078653,bosch,pralni stroj bosch wan28290by,pralni stroj ecosilence drive odlikuje tiho delovanje odlična vzdržljivost lahko izjemno energijsko učinkovito tiho delovanje varioperfect omogoča zahvaljujoč svobodni izbiri programskih opcij porabite 65 manj časa 50 manj,9021105,1274,5a32ebd2c864f25f372055a6,bosch,bosch pralni stroj wan28290by,energijsko varčen zmogljiv pralni stroj bosch wan28290by ecosilence drive™ izjemno energijsko učinkovito tiho delovanje 10letno garancijo varioperfect™ zahvaljujoč svobodni izbiri programskih opcij porabi 65 manj časa 50 manj energije glasnost 54 db76 db prijetno tiho pranje ožemanje enostavno upravljanje led zaslonom priročnim gumbom izbiro programov activewater™ dvostopenjsko avtomatiko odmerjanje količine perila varčuje vodo prihrani denar zmogljivost pranja 1 8 kg • energijski razred a lestvici energijskih razredov a d • 10 varčnejši 176 kwh letno standardne vrednosti 196 kwh letno energijski razred a kategoriji 8 kg skladu delegirano uredbo komisije eu št 10612010 • poraba energije 176 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60°c 40°c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata • poraba energije standardnem programu bombaž 60°c polni polnitvi 094 kwh delni polnitvi 078 kwh standardnem programu bombaž 40°c delni polnitvi 056 kwh • tehtana poraba energije izključen vključen 012 w 05 w • poraba vode 9900 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60°c 40°c polni delni polnitvi • razred učinkovitosti ožemanja b • najvišja hitrost ožemanja 1400 omin preostala vlaga 53 • navedba programa bombaž 60°c eco bombaž eco 40°c standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode • trajanje standardnega programa bombaž 60°c polni polnitvi 200 min delni polnitvi 200 min standardnem programu bombaž 40°c delni polnitvi 200 min • glasnost standardnem programu bombaž 60°c polni polnitvi 54 db a re 1pw • glasnost ožemanja standardnem programu bombaž 60°c polni polnitvi 76 db a re 1pw • volumen bobna 55 l programi • posebni programi srajcebluze hitromešano alergije plus ekstra kratek 3015 čiščenje bobna opomnikom izpiranjeožemanjeizčrpati finosvila funkcije • varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja • touchcontrol tipke enostavno likanje vklop temperatura startpavza dodajanje perila ecoperfect speedperfect povišan nivo vode dodatnim izpiranjem vrtljaji ožemanjaizklop ožemanja udobje varnost • funkcija dodajanja perila funkcija dodajanja perila omogoča dodajanje perila zagonu programa pranja • aquastop garancijo • velik zaslon prikaz temperature števila vrtljajev ožemanja preostalega časa 24 časovnega zamika priporočene obremenitve • popolnoma elektronsko upravljanje kovinskim gumbom programe pranja posebne programe • 3daquasparsistem • količinska avtomatika • ecosilence drive tiho delovanje motorja zelo dolgo življenjsko dobo 10 let jamstva inverterski motor • antivibration design tišji stabilnejši stroj • kontrola neuravnoteženosti stroja • zvočni signal koncu programa • zaklepanje nastavitev otroci • vstavek tekoči detergent • zvočno izoliran aparat • 30 cm odprtina vrat odpiranja 180 ° • kovinska kljuka vratih • udobno zaklepanje tehnične informacije • možnost podvgradnje • dimenzije aparata x š x g 848 x 598 x 55 cm,1
5357,4057702,1353,91192,bosch,bosch pralni stroj wab24262by,moč poraba zmogljivost pranja 1 6 kg energijski razred a lestvici energijskih razredov a d poraba energije 153 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu,7417213,1146,1421591766,aeg,pralni stroj aeg l6fbi48s,,0
10092,5435987,825,15070,bosch,pralni stroj bosch wat28660by,pralni stroj inteligentnim sistemom avtomatskega doziranja,5594256,862,592117,electrolux,ewt1266elw pralni stroj electrolux,perilo pravem časuposkrbite pranje perila ustrezalo dnevu pralni stroj polnjenjem zgoraj timecare sami izberete dolgo trajalo pranje imate lahko oblačila pripravljena takrat,0
515,4057702,342,664236,bosch,bosch pralni stroj wab24262by,pralni stroj bosch wab24262by zmogljivostjo pranja 6 kg energijski razred a največja hitrost ožemanja 1200 rpm allergyplus activewater varioperfect…,4057702,433,135974,,bosch wab 24262 by,produktne lastnosti moč poraba energijski razred a poraba energije 153 kwh letno ocena porabe temelji 220 standardnih ciklih pranja programu bombaž 60 stopinj c 40 stopinj c polni delni polnitvi načinu delovanja nizko porabo energije dejanska poraba energije odvisna načina uporabe aparata poraba energije standardnem programu bombaž 60 stopinj c polni polnitvi 076 kwh delni polnitvi 075 kwh standardnem programu bombaž 40 stopinj c delni polnitvi 045 kwh tehtana poraba energije izključen vključen 015 w 127 w poraba vode 10560 litrov letno ocena porabe temelji 220 standardnih ciklih pranja programih bombaž 60 stopinj c 40 stopinj c polni delni polnitvi razred učinkovitosti ožemanja c najvišja hitrost ožemanja 1200 omin preostala vlaga 62 navedba programa bombaž 60 stopinj c gumb ecoperfect bombaž 40 stopinj c gumb ecoperfect standardna programa pranja nanašajo podatki energijski nalepki podatkovni kartici programa primerna pranje običajno umazanega bombažnega perila najbolj učinkovita programa glede kombinirano porabo energije vode trajanje standardnega programa bombaž 60 stopinj c polni polnitvi 270 min delni polnitvi 270 min standardnem programu bombaž 40 stopinj c delni polnitvi 270 min glasnost standardnem programu bombaž 60 stopinj c polni polnitvi 57 db a re 1pw glasnost ožemanja standardnem programu bombaž 60 stopinj c polni polnitvi 77 db a re 1pw zmogljivost pranja 1 6 kg volumen bobna 42 l programi posebni programi izčrpati dodatno izpiranješkrobljenje ožemanje temno perilo mešano srajcebluze sportfitness alergije plus ekstra kratek 3015 volnaročno pranje finosvila funkcije varioperfect časovno energijsko optimirani programi odličnimi rezultati pranja tipke startpavza vrtljaji ožemanja ecoperfect speedperfect vklop voda plus temperatura udobje varnost večkratna zaščita izlivom vode zaslon prikaz poteka programov temperature preostalega časa prednastavitev časa vklopa 24 popolnoma elektronsko upravljanje programov gumbom aquaspar sistem količinska avtomatika sistem zaznavanje pene kontrola neuravnoteženosti stroja prikaz predoziranja zvočni signal koncu programa zaklepanje nastavitev otroci 30 cm odprtina vrat odpiranja 140 stopinj tehnične informacije dimenzije aparata x š x g 85 x 60 x 56 cm možnost podvgradnje garancija 2 leti možnost podaljšanja garancije 5 let,1
12745,4408446,825,13340,siemens,pralni stroj siemens wm14w540eu,isensoric premium pralni stroj novi elegantni obliki senzorsko nadzorovanim sistemom odstranjevanja madežev moč poraba,10947995,862,618317,electrolux,ew6s226cx pralni stroj electrolux,• pralni stroj perfectcare 38cm• energijski razred a učinek ožemanja b 54db77db inverter indukcijski motor• 1200 obrmin zmogljivost 6 kg• elektronsko upravljanje gumbi sprednji strani lcd prikazovalnik programov led indikatorji prog,0
8022,10709520,1561,27480,vox,vox pralni stroj wm 1062y,energijski razred a zmogljivost pranja 6 kg številka programov 15 število obratov centrifuge obrmin 1000 obrmin prostornina bobna 44 l letna poraba energije kwh 151 ostalo varnostno zaklepanje sistem ecologic a grelec nanosom niklja hitro pranje 15 minut hladno pranje 20 c protialergijski program intenzivno namakanje sistem nadzor debalansa raven hrupa pranje 58 db raven hrupa centrifuga 77 db dimenzije naprave vxšxg 845 x 597 x 497 mm dimenzije naprave embalažo vxšxg 881 x 641 x 547 mm učinkovitost pranja a učinkovitost ožemanja c letna poraba vode l 9900 predpranje količina vtovora 40ft hc kontejner 224 zaščita izlivanjem sistem nadzor debalansa programi cotton 90°c cotton 60°c cotton eco 60°c cotton eco 40°c eco 20°c easy care wool intensive rinse quick 15min30°c rapid 60min60°c shirts mix sport hand wash spinning funkcijske tipke gumb odloženi zagon gumb nastavitev centrifuge gumb predpranje gumb protialergijsko izpiranje gumb zagonpremor indikator ciklusa pranja barva bela bruto teža 566 kg neto teža 552 kg garancija 5 let,7557553,107,58361,aeg,aeg pralni stroj l7fec48s,pralni stroj aeg l7fbe48s uporaba pralnega stroja docela preprosta poskrbljeno pregledno upravljalno ploščo stroja označeni programi funkcijskega gumba izbira jasno prikaže črnem digitalnem zaslonu rdečimi simboli vrata bobna odpirajo spredaj steklena imamo vpogled delovanje stroja vratc ekrana posebnosti moč pare presenetljivo dobri rezultati nastajajo zaslugi uporabe pare inovacija prosteam pomočjo segretih vodnih hlapov prodrejo tkanino omehča oblačila prijetna otip udobna obenem lažje odstranijo trdovatnejši madeži uravnavanje delovanja boben lahko naenkrat naložimo 8 kg perila prednost nasprotnem primeru naprava prilagodi program zmanjšata obremenjenost poraba tehnologija prosense omogoča zaznavanje količine vsebine primerno uravnava količino vode porabila zmanjša energetska potrošnja obenem skrajša operacijski čas varčnost dodaten ukrep prispeva izredni ekonomičnosti pralnega stroja možnost vklopa funkcije timesave optimalno skrajša čas delovanja določenega programa voljo več eko programov lahko izbiramo,0
8692,4307118,1353,7863,gorenje,pralni stroj gorenje wt62112,cena,10947987,1353,144839,electrolux,pralni stroj electrolux ew6f527w 60cm12k7kg,pralni stroj perfectcare 600 sistemom sensicare prilagaja dolžino programa glede količino perila porabi manj energije vode preprečuje perilo pralo predolgo omogoča najbolj ekonomične cikle najmanjšo količino perila im,0
8860,4329159,1230,2086,bosch,pralni stroj bosch waw32640eu,pralni stroj 8 logixx bosch waw32640eu novo obliko inteligentim samodejnim dozirnim sistemom varčevanja pralnim sredstvom prihranite vodo ed,4169993,338,596790,beko,beko wmy61232mb3 pralni stroj,,0
